Episode,Result,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,P1Hits,P2Hits
167,BossLose,59.0,BossTankSustain,PlayerHybridSurvivor,PlayerCCDebuffer,200,2500,0.00,0.00,1.00,2,8,14
168,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,286,1936,0.23,0.00,0.57,2,4,8
169,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerMeleeBurst,343,910,0.64,0.00,0.28,3,1,6
170,BossLose,81.5,BossRangedZoner,PlayerTrainingSkillPool,PlayerHybridSurvivor,82,2500,0.00,0.59,1.00,0,14,6
171,BossLose,82.7,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,291,2500,0.00,0.00,0.55,3,13,17
172,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,200,2056,0.18,0.00,1.00,2,15,9
173,BossWin,30.2,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,400,803,0.68,0.00,0.00,4,4,1
174,BossWin,54.4,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,400,1296,0.48,0.00,0.00,4,3,7
175,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,200,455,0.82,0.00,1.00,5,3,1
176,BossWin,45.4,BossMeleeAggro,PlayerTrainingSkillPool,PlayerMeleeBurst,400,1295,0.48,0.00,0.00,4,6,4
177,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,204,1268,0.49,0.00,0.98,0,3,8
178,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,92,2255,0.10,0.62,0.92,1,18,6
179,BossWin,21.6,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,668,0.73,0.00,0.00,4,1,3
180,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerHybridSurvivor,332,1803,0.28,0.00,0.34,4,9,6
181,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,200,1057,0.58,0.00,1.00,13,3,8
182,BossLose,70.9,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,113,2500,0.00,0.44,1.00,1,15,11
183,BossLose,81.5,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,194,2500,0.00,0.55,0.48,2,19,7
184,BossLose,69.0,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,147,2500,0.00,0.45,0.82,2,13,1
185,BossWin,50.4,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,400,929,0.63,0.00,0.00,6,5,9
186,BossLose,44.3,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,137,2500,0.00,0.32,1.00,1,11,9
187,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,145,1005,0.60,0.29,0.99,3,8,3
188,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,200,1036,0.59,0.00,1.00,5,4,4
189,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,200,2154,0.14,0.00,1.00,3,12,12
190,BossLose,48.3,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,30,2500,0.00,0.85,1.00,1,14,4
191,BossWin,74.3,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,400,540,0.78,0.00,0.00,5,1,4
192,BossLose,72.4,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,241,2500,0.00,0.00,0.79,7,2,13
193,BossWin,46.1,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,400,1555,0.38,0.00,0.00,4,9,2
194,BossLose,64.8,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,222,2500,0.00,0.23,0.66,2,12,4
195,BossLose,63.9,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,61,2500,0.00,0.70,1.00,0,16,7
196,BossWin,86.4,BossTankSustain,PlayerMeleeBurst,PlayerCCDebuffer,400,1793,0.28,0.00,0.00,4,7,13
197,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,200,1346,0.46,0.00,1.00,2,4,5
198,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,286,1118,0.55,0.00,0.57,6,1,11
199,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,277,90,0.96,0.00,0.61,3,1,0
200,BossWin,69.1,BossTankSustain,PlayerCCDebuffer,PlayerTrainingSkillPool,400,1317,0.47,0.00,0.00,4,11,3
201,BossLose,57.4,BossRangedZoner,PlayerCCDebuffer,PlayerTrainingSkillPool,115,2500,0.00,0.68,0.75,1,13,6
202,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,286,1957,0.22,0.00,0.57,6,1,11
203,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,181,926,0.63,0.25,0.84,2,3,3
204,BossLose,80.4,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,355,2500,0.00,0.22,0.00,4,18,6
205,BossWin,51.2,BossRangedZoner,PlayerCCDebuffer,PlayerHybridSurvivor,400,694,0.72,0.00,0.00,6,4,1
206,BossLose,73.0,BossTankSustain,PlayerMeleeBurst,PlayerTrainingSkillPool,230,2500,0.00,0.26,0.58,2,15,11
207,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,344,125,0.95,0.00,0.28,5,0,1
208,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerMeleeBurst,226,1408,0.44,0.00,0.87,3,3,6
209,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,359,1278,0.49,0.00,0.21,9,1,8
210,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,184,1275,0.49,0.08,1.00,0,10,5
211,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerTrainingSkillPool,200,1476,0.41,0.00,1.00,5,7,10
212,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,360,1449,0.42,0.00,0.20,9,3,8
213,BossLose,72.4,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,292,2500,0.00,0.00,0.54,5,17,4
214,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,200,0,1.00,0.00,1.00,7,0,0
215,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,201,1841,0.26,0.00,0.99,0,2,9
216,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerMeleeBurst,226,2292,0.08,0.00,0.87,6,13,9
217,BossLose,70.5,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,223,2500,0.00,0.00,0.88,4,14,10
218,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,342,1205,0.52,0.00,0.29,7,2,17
219,BossLose,64.4,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,280,2500,0.00,0.15,0.45,2,16,15
220,BossWin,81.7,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,415,0.83,0.00,0.00,8,1,7
221,BossWin,46.1,BossMeleeAggro,PlayerMeleeBurst,PlayerHybridSurvivor,400,1367,0.45,0.00,0.00,5,7,2
222,BossLose,54.6,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,180,2500,0.00,0.30,0.80,4,12,4
223,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,270,2451,0.02,0.00,0.65,7,9,12
224,BossWin,50.2,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,400,1850,0.26,0.00,0.00,6,9,3
225,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,259,1178,0.53,0.00,0.71,3,7,3
226,BossLose,81.5,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,219,2500,0.00,0.00,0.90,5,10,7
227,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerTrainingSkillPool,75,1513,0.39,0.66,0.97,0,22,2
228,BossLose,61.2,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,200,2500,0.00,0.00,1.00,2,14,6
229,BossWin,42.1,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,400,305,0.88,0.00,0.00,5,2,1
230,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerMeleeBurst,274,387,0.85,0.00,0.63,11,2,2
231,BossLose,84.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,193,2500,0.00,0.15,0.88,0,12,8
232,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,257,1614,0.35,0.00,0.71,3,6,13
233,BossLose,60.6,BossRangedZoner,PlayerCCDebuffer,PlayerTrainingSkillPool,41,2500,0.00,0.79,1.00,0,15,10
234,BossWin,51.4,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,400,1393,0.44,0.00,0.00,5,4,5
235,BossWin,10.5,BossMeleeAggro,PlayerCCDebuffer,PlayerTrainingSkillPool,400,370,0.85,0.00,0.00,2,2,2
236,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,307,1307,0.48,0.00,0.47,4,9,1
237,BossWin,49.9,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,400,1194,0.52,0.00,0.00,5,7,1
238,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,332,2330,0.07,0.00,0.34,8,4,19
239,BossWin,31.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,769,0.69,0.00,0.00,3,3,4
240,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,209,2158,0.14,0.00,0.96,4,7,9
241,BossWin,50.3,BossMeleeAggro,PlayerTrainingSkillPool,PlayerMeleeBurst,400,1063,0.57,0.00,0.00,6,4,2
242,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,200,1857,0.26,0.00,1.00,0,3,13
243,BossWin,31.5,BossMeleeAggro,PlayerMeleeBurst,PlayerHybridSurvivor,400,1590,0.36,0.00,0.00,2,7,5
244,BossLose,73.8,BossTankSustain,PlayerMeleeBurst,PlayerTrainingSkillPool,136,2500,0.00,0.91,0.41,0,19,6
245,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerTrainingSkillPool,210,1175,0.53,0.00,0.95,4,8,1
246,BossLose,86.3,BossRangedZoner,PlayerHybridSurvivor,PlayerCCDebuffer,318,2500,0.00,0.00,0.41,8,4,24
247,BossLose,58.2,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,345,2500,0.00,0.11,0.17,2,16,2
248,BossLose,71.2,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,228,2500,0.00,0.71,0.15,3,16,2
249,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,213,2072,0.17,0.00,0.93,10,4,7
250,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerCCDebuffer,200,1730,0.31,0.00,1.00,4,3,19
251,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,192,1265,0.49,0.50,0.54,3,9,0
252,BossWin,31.8,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,400,1015,0.59,0.00,0.00,5,4,3
253,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,200,1674,0.33,0.00,1.00,5,8,9
254,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerMeleeBurst,200,1089,0.56,0.00,1.00,3,4,7
255,BossLose,90.0,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,9,1745,0.30,0.95,1.00,0,18,2
256,BossWin,63.7,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,400,1704,0.32,0.00,0.00,5,4,7
257,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerTrainingSkillPool,200,595,0.76,0.00,1.00,3,4,3
258,BossLose,55.9,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,40,2500,0.00,1.00,0.80,0,14,3
259,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,233,2170,0.13,0.00,0.84,0,20,14
260,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerHybridSurvivor,171,1485,0.41,0.17,0.98,0,18,3
261,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,200,1920,0.23,0.00,1.00,3,9,14
262,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerMeleeBurst,263,1169,0.53,0.00,0.68,4,5,5
263,BossLose,61.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,287,2500,0.00,0.33,0.24,2,9,7
264,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,226,1702,0.32,0.32,0.55,4,7,6
265,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerHybridSurvivor,200,1566,0.37,0.00,1.00,4,10,2
266,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerMeleeBurst,13,728,0.71,0.94,1.00,2,8,1
267,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,222,1138,0.54,0.00,0.89,0,8,15
268,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,286,1583,0.37,0.00,0.57,4,4,7
269,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,258,1463,0.41,0.00,0.71,4,6,4
270,BossWin,86.3,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,400,1868,0.25,0.00,0.00,3,8,15
271,BossLose,87.7,BossTankSustain,PlayerCCDebuffer,PlayerTrainingSkillPool,40,2500,0.00,0.80,1.00,1,25,1
272,BossLose,90.0,BossMeleeAggro,PlayerTrainingSkillPool,PlayerHybridSurvivor,200,497,0.80,0.00,1.00,4,5,1
273,BossWin,61.8,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,400,946,0.62,0.00,0.00,9,1,9
274,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,200,2498,0.00,0.00,1.00,5,11,13
275,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerMeleeBurst,161,1732,0.31,0.19,1.00,0,8,4
276,BossWin,58.7,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,400,1519,0.39,0.00,0.00,2,6,5
277,BossWin,59.6,BossMeleeAggro,PlayerTrainingSkillPool,PlayerTrainingSkillPool,400,1010,0.60,0.00,0.00,3,8,1
278,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,200,1382,0.45,0.00,1.00,7,10,1
279,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,200,930,0.63,0.00,1.00,2,6,2
280,BossWin,51.4,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,400,1070,0.57,0.00,0.00,5,4,8
281,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerTrainingSkillPool,200,1503,0.40,0.00,1.00,2,6,7
282,BossLose,79.7,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,156,2500,0.00,0.54,0.68,1,16,1
283,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,200,1811,0.28,0.00,1.00,5,5,15
284,BossLose,71.5,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,10,2500,0.00,0.95,1.00,1,14,2
285,BossWin,56.6,BossMeleeAggro,PlayerTrainingSkillPool,PlayerTrainingSkillPool,400,1033,0.59,0.00,0.00,6,6,5
286,BossLose,90.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,170,1727,0.31,0.33,0.82,1,20,13
287,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerCCDebuffer,300,1387,0.45,0.00,0.50,4,3,20
288,BossWin,47.2,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,400,1160,0.54,0.00,0.00,5,11,6
289,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,256,2187,0.13,0.00,0.72,3,16,13
290,BossLose,90.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,286,842,0.66,0.00,0.57,3,1,13
291,BossLose,75.1,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,83,2500,0.00,0.58,1.00,0,22,3
292,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerHybridSurvivor,0,2024,0.19,1.00,1.00,0,16,2
293,BossLose,48.3,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,142,2500,0.00,0.29,1.00,0,10,4
294,BossLose,72.7,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,87,2500,0.00,1.00,0.56,1,15,1
295,BossLose,49.7,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,83,2500,0.00,0.59,1.00,1,10,8
296,BossWin,47.5,BossRangedZoner,PlayerTrainingSkillPool,PlayerMeleeBurst,400,1003,0.60,0.00,0.00,4,3,5
297,BossLose,57.5,BossMeleeAggro,PlayerMeleeBurst,PlayerCCDebuffer,262,2500,0.00,0.21,0.48,2,17,6
298,BossLose,70.3,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,94,2500,0.00,0.53,1.00,0,19,14
299,BossWin,60.4,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,400,692,0.72,0.00,0.00,5,2,8
300,BossLose,42.5,BossRangedZoner,PlayerMeleeBurst,PlayerTrainingSkillPool,129,2500,0.00,0.92,0.43,2,10,4
301,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,200,1598,0.36,0.00,1.00,4,6,5
302,BossLose,55.8,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,80,2500,0.00,0.60,1.00,0,13,3
303,BossLose,90.0,BossRangedZoner,PlayerCCDebuffer,PlayerHybridSurvivor,200,510,0.80,0.00,1.00,4,7,1
304,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerTrainingSkillPool,200,1653,0.34,0.00,1.00,6,5,12
305,BossWin,73.5,BossTankSustain,PlayerTrainingSkillPool,PlayerTrainingSkillPool,400,1307,0.48,0.00,0.00,5,4,7
306,BossLose,79.4,BossTankSustain,PlayerMeleeBurst,PlayerTrainingSkillPool,200,2500,0.00,0.00,1.00,1,15,6
307,BossLose,61.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,153,2500,0.00,0.42,0.82,1,11,6
308,BossLose,78.8,BossTankSustain,PlayerCCDebuffer,PlayerHybridSurvivor,147,2500,0.00,0.35,0.92,0,16,6
309,BossLose,89.8,BossTankSustain,PlayerCCDebuffer,PlayerMeleeBurst,28,2500,0.00,0.86,1.00,1,22,6
310,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,200,967,0.61,0.00,1.00,6,7,3
311,BossLose,55.9,BossMeleeAggro,PlayerTrainingSkillPool,PlayerCCDebuffer,138,2500,0.00,0.33,0.98,1,15,10
312,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerTrainingSkillPool,200,1687,0.33,0.00,1.00,2,2,8
313,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerMeleeBurst,269,185,0.93,0.00,0.66,8,0,2
314,BossWin,40.3,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,400,624,0.75,0.00,0.00,4,3,5
315,BossLose,60.3,BossRangedZoner,PlayerMeleeBurst,PlayerHybridSurvivor,141,2500,0.00,0.29,1.00,0,16,1
316,BossLose,55.7,BossTankSustain,PlayerMeleeBurst,PlayerMeleeBurst,163,2500,0.00,0.70,0.49,1,13,3
317,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,194,2088,0.16,0.03,1.00,3,17,0
318,BossWin,75.2,BossRangedZoner,PlayerCCDebuffer,PlayerHybridSurvivor,400,1014,0.59,0.00,0.00,6,9,1
319,BossLose,57.1,BossTankSustain,PlayerMeleeBurst,PlayerHybridSurvivor,160,2500,0.00,0.20,1.00,0,14,4
320,BossWin,15.2,BossMeleeAggro,PlayerCCDebuffer,PlayerHybridSurvivor,400,681,0.73,0.00,0.00,3,2,2
321,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerMeleeBurst,258,1633,0.35,0.00,0.71,3,3,9
322,BossLose,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,221,2162,0.14,0.00,0.90,1,11,8
323,BossLose,90.0,BossTankSustain,PlayerTrainingSkillPool,PlayerCCDebuffer,200,1022,0.59,0.00,1.00,2,3,11
324,BossWin,53.4,BossTankSustain,PlayerHybridSurvivor,PlayerCCDebuffer,400,1420,0.43,0.00,0.00,3,8,5
325,BossWin,77.8,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,400,578,0.77,0.00,0.00,11,1,7
326,BossLose,90.0,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,326,1074,0.57,0.00,0.37,7,7,2
327,BossWin,58.1,BossRangedZoner,PlayerMeleeBurst,PlayerMeleeBurst,400,1661,0.34,0.00,0.00,6,11,1
328,BossLose,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,200,1859,0.26,0.00,1.00,0,6,7
329,BossLose,73.1,BossTankSustain,PlayerHybridSurvivor,PlayerCCDebuffer,216,2500,0.00,0.92,0.00,0,13,12
330,BossLose,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerMeleeBurst,200,1410,0.44,0.00,1.00,3,4,6
331,BossLose,90.0,BossRangedZoner,PlayerTrainingSkillPool,PlayerTrainingSkillPool,212,1644,0.34,0.00,0.94,8,3,7
332,BossLose,90.0,BossMeleeAggro,PlayerMeleeBurst,PlayerMeleeBurst,342,2153,0.14,0.00,0.29,4,7,6
